session_th,query_th,document_th,label
6,2,2,1
6,2,3,1
6,2,4,0
6,2,5,0
6,2,6,0
6,2,7,0
6,2,8,0
6,2,9,0
6,2,10,0
7,1,1,0
7,1,2,0
7,1,3,0
7,1,4,2
7,1,5,0
7,1,6,0
7,1,7,0
7,1,8,0
7,1,9,0
7,1,10,0
7,2,1,0
7,2,2,2
7,2,3,0
7,2,4,0
7,2,5,0
7,2,6,0
7,2,7,0
7,2,8,0
7,2,9,0
7,2,10,0
8,1,1,2
8,1,2,2
8,1,3,2
8,1,4,2
8,1,5,2
8,1,6,0
8,1,7,0
8,1,8,0
8,1,9,0
8,1,10,0
8,2,1,1
8,2,2,0
8,2,3,2
8,2,4,2
8,2,5,0
8,2,6,0
8,2,7,0
8,2,8,0
8,2,9,0
8,2,10,0
9,1,1,2
9,1,2,0
9,1,3,0
9,1,4,0
9,1,5,0
9,1,6,0
9,1,7,0
9,1,8,0
9,1,9,2
9,1,10,1
9,2,1,1
9,2,2,1
9,2,3,0
9,2,4,2
9,2,5,2
9,2,6,0
9,2,7,0
9,2,8,0
9,2,9,0
9,2,10,0
9,3,1,0
9,3,2,0
9,3,3,0
9,3,4,0
9,3,5,2
9,3,6,0
9,3,7,0
9,3,8,0
9,3,9,0
9,3,10,0
10,1,1,1
10,1,2,2
10,1,3,2
10,1,4,0
10,1,5,2
10,1,6,2
10,1,7,2
10,1,8,0
10,1,9,0
10,1,10,0
10,2,1,0
10,2,2,0
10,2,3,0
10,2,4,0
10,2,5,0
10,2,6,0
10,2,7,0
10,2,8,0
10,2,9,0
10,2,10,0
10,3,1,0
10,3,2,0
10,3,3,2
10,3,4,0
10,3,5,0
10,3,6,0
10,3,7,0
10,3,8,0
10,3,9,0
10,3,10,0
10,4,1,0
10,4,2,2
10,4,3,2
10,4,4,2
10,4,5,0
10,4,6,0
10,4,7,0
10,4,8,2
10,4,9,0
10,4,10,0
10,5,1,2
10,5,2,0
10,5,3,1
10,5,4,0
10,5,5,0
10,5,6,2
10,5,7,0
10,5,8,0
10,5,9,0
10,5,10,0
11,1,1,1
11,1,2,1
11,1,3,2
11,1,4,1
11,1,5,0
11,1,6,0
11,1,7,0
11,1,8,1
11,1,9,0
11,1,10,0
11,2,1,2
11,2,2,0
11,2,3,0
11,2,4,0
11,2,5,2
11,2,6,0
11,2,7,2
11,2,8,0
11,2,9,0
11,2,10,0
12,1,1,0
12,1,2,0
12,1,3,0
12,1,4,0
12,1,5,0
12,1,6,0
12,1,7,0
12,1,8,0
12,1,9,0
12,1,10,0
12,2,1,0
12,2,2,2
12,2,3,0
12,2,4,0
12,2,5,0
12,2,6,0
12,2,7,0
12,2,8,0
12,2,9,0
12,2,10,0
12,3,1,1
12,3,2,2
12,3,3,2
12,3,4,2
12,3,5,0
12,3,6,0
12,3,7,0
12,3,8,0
12,3,9,0
12,3,10,0
13,1,1,1
13,1,2,2
13,1,3,2
13,1,4,0
13,1,5,0
13,1,6,0
13,1,7,0
13,1,8,0
13,1,9,0
13,1,10,0
13,2,1,2
13,2,2,0
13,2,3,0
13,2,4,0
13,2,5,0
13,2,6,0
13,2,7,0
13,2,8,0
13,2,9,0
13,2,10,0
14,1,1,0
14,1,2,1
14,1,3,2
14,1,4,0
14,1,5,0
14,1,6,0
14,1,7,0
14,1,8,0
14,1,9,0
14,1,10,0
14,2,1,0
14,2,2,1
14,2,3,0
14,2,4,2
14,2,5,0
14,2,6,0
14,2,7,0
14,2,8,0
14,2,9,0
14,2,10,0
14,3,1,2
14,3,2,2
14,3,3,2
14,3,4,0
14,3,5,0
14,3,6,2
14,3,7,0
14,3,8,0
14,3,9,0
14,3,10,0
15,1,1,0
15,1,2,0
15,1,3,0
15,1,4,0
15,1,5,1
15,1,6,0
15,1,7,0
15,1,8,0
15,1,9,0
15,1,10,0
15,2,1,2
15,2,2,0
15,2,3,0
15,2,4,2
15,2,5,1
15,2,6,2
15,2,7,0
15,2,8,0
15,2,9,0
15,2,10,0
15,3,1,2
15,3,2,2
15,3,3,0
15,3,4,2
15,3,5,0
15,3,6,0
15,3,7,2
15,3,8,0
15,3,9,0
15,3,10,0
16,1,1,2
16,1,2,2
16,1,3,1
16,1,4,2
16,1,5,1
16,1,6,1
16,1,7,1
16,1,8,1
16,1,9,1
16,1,10,1
16,2,1,2
16,2,2,2
16,2,3,0
16,2,4,1
16,2,5,2
16,2,6,1
16,2,7,1
16,2,8,1
16,2,9,0
16,2,10,0
16,3,1,2
16,3,2,0
16,3,3,0
16,3,4,1
16,3,5,2
16,3,6,1
16,3,7,1
16,3,8,0
16,3,9,0
16,3,10,0
16,4,1,1
16,4,2,2
16,4,3,1
16,4,4,2
16,4,5,1
16,4,6,1
16,4,7,2
16,4,8,2
16,4,9,2
16,4,10,2
16,5,1,0
16,5,2,0
16,5,3,0
16,5,4,1
16,5,5,2
16,5,6,1
16,5,7,0
16,5,8,2
16,5,9,0
16,5,10,0
16,6,1,0
16,6,2,0
16,6,3,0
16,6,4,0
16,6,5,0
16,6,6,1
16,6,7,1
16,6,8,0
16,6,9,0
16,6,10,1
17,1,1,2
17,1,2,2
17,1,3,0
17,1,4,0
17,1,5,2
17,1,6,0
17,1,7,0
17,1,8,0
17,1,9,0
17,1,10,0
17,2,1,0
17,2,2,2
17,2,3,0
17,2,4,0
17,2,5,0
17,2,6,2
17,2,7,2
17,2,8,0
17,2,9,2
17,2,10,0
18,1,1,0
18,1,2,2
18,1,3,0
18,1,4,0
18,1,5,0
18,1,6,0
18,1,7,0
18,1,8,0
18,1,9,0
18,1,10,0
18,2,1,2
18,2,2,2
18,2,3,2
18,2,4,0
18,2,5,0
18,2,6,2
18,2,7,2
18,2,8,0
18,2,9,0
18,2,10,0
18,3,1,0
18,3,2,0
18,3,3,2
18,3,4,2
18,3,5,0
18,3,6,0
18,3,7,0
18,3,8,0
18,3,9,0
18,3,10,0
19,1,1,0
19,1,2,2
19,1,3,2
19,1,4,2
19,1,5,0
19,1,6,0
19,1,7,2
19,1,8,0
19,1,9,0
19,1,10,2
19,2,1,2
19,2,2,0
19,2,3,0
19,2,4,2
19,2,5,2
19,2,6,0
19,2,7,2
19,2,8,2
19,2,9,2
19,2,10,0
19,3,1,2
19,3,2,0
19,3,3,0
19,3,4,0
19,3,5,0
19,3,6,0
19,3,7,0
19,3,8,0
19,3,9,2
19,3,10,0
20,1,1,0
20,1,2,0
20,1,3,2
20,1,4,0
20,1,5,0
20,1,6,0
20,1,7,0
20,1,8,0
20,1,9,0
20,1,10,0
20,2,1,0
20,2,2,2
20,2,3,0
20,2,4,0
20,2,5,0
20,2,6,2
20,2,7,2
20,2,8,2
20,2,9,0
20,2,10,0
21,1,1,2
21,1,2,0
21,1,3,0
21,1,4,0
21,1,5,0
21,1,6,0
21,1,7,0
21,1,8,0
21,1,9,0
21,1,10,0
21,2,1,2
21,2,2,2
21,2,3,2
21,2,4,2
21,2,5,2
21,2,6,0
21,2,7,0
21,2,8,2
21,2,9,2
21,2,10,0
22,1,1,0
22,1,2,2
22,1,3,2
22,1,4,0
22,1,5,0
22,1,6,0
22,1,7,2
22,1,8,0
22,1,9,0
22,1,10,2
22,2,1,0
22,2,2,2
22,2,3,2
22,2,4,0
22,2,5,0
22,2,6,2
22,2,7,2
22,2,8,0
22,2,9,0
22,2,10,0
23,1,1,0
23,1,2,0
23,1,3,0
23,1,4,2
23,1,5,0
23,1,6,0
23,1,7,0
23,1,8,2
23,1,9,0
23,1,10,0
23,2,1,0
23,2,2,0
23,2,3,2
23,2,4,0
23,2,5,0
23,2,6,0
23,2,7,0
23,2,8,2
23,2,9,2
23,2,10,0
23,3,1,1
23,3,2,0
23,3,3,0
23,3,4,0
23,3,5,0
23,3,6,2
23,3,7,0
23,3,8,0
23,3,9,0
23,3,10,0
24,1,1,0
24,1,2,1
24,1,3,2
24,1,4,2
24,1,5,2
24,1,6,0
24,1,7,2
24,1,8,2
24,1,9,2
24,1,10,0
24,2,1,2
24,2,2,2
24,2,3,2
24,2,4,2
24,2,5,2
24,2,6,2
24,2,7,0
24,2,8,2
24,2,9,0
24,2,10,0
25,1,1,0
25,1,2,0
25,1,3,0
25,1,4,0
25,1,5,0
25,1,6,0
25,1,7,0
25,1,8,0
25,1,9,0
25,1,10,0
25,2,1,0
25,2,2,1
25,2,3,0
25,2,4,0
25,2,5,1
25,2,6,0
25,2,7,0
25,2,8,0
25,2,9,0
25,2,10,0
25,3,1,2
25,3,2,0
25,3,3,2
25,3,4,2
25,3,5,0
25,3,6,2
25,3,7,2
25,3,8,0
25,3,9,0
25,3,10,2
26,1,1,0
26,1,2,0
26,1,3,0
26,1,4,2
26,1,5,0
26,1,6,0
26,1,7,0
26,1,8,0
26,1,9,0
26,1,10,0
26,2,1,0
26,2,2,2
26,2,3,0
26,2,4,0
26,2,5,0
26,2,6,0
26,2,7,0
26,2,8,0
26,2,9,0
26,2,10,0
26,3,1,1
26,3,2,1
26,3,3,1
26,3,4,0
26,3,5,0
26,3,6,0
26,3,7,0
26,3,8,0
26,3,9,0
26,3,10,0
27,1,1,2
27,1,2,0
27,1,3,0
27,1,4,0
27,1,5,2
27,1,6,0
27,1,7,0
27,1,8,2
27,1,9,1
27,1,10,2
27,2,1,2
27,2,2,1
27,2,3,2
27,2,4,1
27,2,5,0
27,2,6,1
27,2,7,0
27,2,8,1
27,2,9,0
27,2,10,1
27,3,1,1
27,3,2,1
27,3,3,1
27,3,4,1
27,3,5,2
27,3,6,1
27,3,7,2
27,3,8,1
27,3,9,1
27,3,10,0
28,1,1,0
28,1,2,0
28,1,3,2
28,1,4,0
28,1,5,0
28,1,6,0
28,1,7,2
28,1,8,0
28,1,9,0
28,1,10,0
28,2,1,0
28,2,2,0
28,2,3,0
28,2,4,1
28,2,5,2
28,2,6,0
28,2,7,0
28,2,8,0
28,2,9,0
28,2,10,2
29,1,1,0
29,1,2,1
29,1,3,1
29,1,4,0
29,1,5,0
29,1,6,0
29,1,7,0
29,1,8,1
29,1,9,2
29,1,10,0
29,2,1,2
29,2,2,2
29,2,3,1
29,2,4,2
29,2,5,0
29,2,6,0
29,2,7,0
29,2,8,0
29,2,9,0
29,2,10,0
29,3,1,0
29,3,2,0
29,3,3,0
29,3,4,2
29,3,5,2
29,3,6,0
29,3,7,0
29,3,8,2
29,3,9,2
29,3,10,0
30,1,1,1
30,1,2,0
30,1,3,0
30,1,4,0
30,1,5,0
30,1,6,0
30,1,7,0
30,1,8,0
30,1,9,0
30,1,10,0
30,2,1,0
30,2,2,2
30,2,3,2
30,2,4,0
30,2,5,2
30,2,6,0
30,2,7,0
30,2,8,0
30,2,9,0
30,2,10,2
30,3,1,0
30,3,2,2
30,3,3,2
30,3,4,0
30,3,5,2
30,3,6,0
30,3,7,0
30,3,8,0
30,3,9,0
30,3,10,0
31,1,1,0
31,1,2,0
31,1,3,0
31,1,4,0
31,1,5,0
31,1,6,0
31,1,7,0
31,1,8,0
31,1,9,0
31,1,10,0
31,2,1,0
31,2,2,2
31,2,3,0
31,2,4,0
31,2,5,0
31,2,6,0
31,2,7,0
31,2,8,2
31,2,9,0
31,2,10,0
31,3,1,0
31,3,2,0
31,3,3,2
31,3,4,0
31,3,5,2
31,3,6,0
31,3,7,2
31,3,8,0
31,3,9,0
31,3,10,0
32,1,1,2
32,1,2,0
32,1,3,0
32,1,4,0
32,1,5,0
32,1,6,2
32,1,7,0
32,1,8,0
32,1,9,0
32,1,10,0
32,2,1,2
32,2,2,2
32,2,3,0
32,2,4,0
32,2,5,0
32,2,6,0
32,2,7,0
32,2,8,0
32,2,9,0
32,2,10,0
33,1,1,2
33,1,2,2
33,1,3,0
33,1,4,0
33,1,5,0
33,1,6,0
33,1,7,0
33,1,8,0
33,1,9,0
33,1,10,0
33,2,1,0
33,2,2,2
33,2,3,2
33,2,4,2
33,2,5,2
33,2,6,0
33,2,7,0
33,2,8,0
33,2,9,0
33,2,10,0
33,3,1,0
33,3,2,2
33,3,3,2
33,3,4,0
33,3,5,0
33,3,6,0
33,3,7,0
33,3,8,0
33,3,9,0
33,3,10,0
33,4,1,2
33,4,2,0
33,4,3,0
33,4,4,0
33,4,5,0
33,4,6,0
33,4,7,0
33,4,8,0
33,4,9,0
33,4,10,0
34,1,1,1
34,1,2,2
34,1,3,0
34,1,4,0
34,1,5,1
34,1,6,0
34,1,7,1
34,1,8,0
34,1,9,0
34,1,10,0
34,2,1,0
34,2,2,1
34,2,3,0
34,2,4,1
34,2,5,0
34,2,6,0
34,2,7,0
34,2,8,1
34,2,9,0
34,2,10,0
35,1,1,0
35,1,2,0
35,1,3,0
35,1,4,0
35,1,5,0
35,1,6,0
35,1,7,0
35,1,8,0
35,1,9,0
35,1,10,0
35,2,1,2
35,2,2,1
35,2,3,1
35,2,4,1
35,2,5,1
35,2,6,1
35,2,7,0
35,2,8,1
35,2,9,0
35,2,10,1
35,3,1,2
35,3,2,2
35,3,3,1
35,3,4,1
35,3,5,1
35,3,6,0
35,3,7,0
35,3,8,2
35,3,9,2
35,3,10,2
35,4,1,2
35,4,2,2
35,4,3,2
35,4,4,2
35,4,5,1
35,4,6,1
35,4,7,1
35,4,8,0
35,4,9,1
35,4,10,2
36,1,1,1
36,1,2,1
36,1,3,0
36,1,4,1
36,1,5,1
36,1,6,1
36,1,7,0
36,1,8,1
36,1,9,1
36,1,10,1
36,2,1,2
36,2,2,1
36,2,3,1
36,2,4,2
36,2,5,1
36,2,6,1
36,2,7,1
36,2,8,1
36,2,9,1
36,2,10,1
36,3,1,2
36,3,2,2
36,3,3,2
36,3,4,0
36,3,5,1
36,3,6,1
36,3,7,1
36,3,8,1
36,3,9,1
36,3,10,1
37,1,1,2
37,1,2,1
37,1,3,0
37,1,4,0
37,1,5,2
37,1,6,1
37,1,7,1
37,1,8,1
37,1,9,1
37,1,10,1
37,2,1,0
37,2,2,0
37,2,3,0
37,2,4,0
37,2,5,1
37,2,6,0
37,2,7,1
37,2,8,1
37,2,9,0
37,2,10,0
38,1,1,1
38,1,2,2
38,1,3,1
38,1,4,1
38,1,5,1
38,1,6,1
38,1,7,0
38,1,8,1
38,1,9,1
38,1,10,1
38,2,1,2
38,2,2,1
38,2,3,0
38,2,4,2
38,2,5,0
38,2,6,1
38,2,7,2
38,2,8,1
38,2,9,2
38,2,10,1
38,3,1,0
38,3,2,2
38,3,3,1
38,3,4,1
38,3,5,1
38,3,6,2
38,3,7,1
38,3,8,1
38,3,9,0
38,3,10,2
39,1,1,0
39,1,2,2
39,1,3,1
39,1,4,1
39,1,5,0
39,1,6,1
39,1,7,1
39,1,8,0
39,1,9,0
39,1,10,0
39,2,1,1
39,2,2,0
39,2,3,2
39,2,4,1
39,2,5,1
39,2,6,1
39,2,7,1
39,2,8,1
39,2,9,1
39,2,10,1
40,1,1,0
40,1,2,0
40,1,3,0
40,1,4,0
40,1,5,0
40,1,6,0
40,1,7,0
40,1,8,0
40,1,9,0
40,1,10,0
40,2,1,1
40,2,2,1
40,2,3,0
40,2,4,1
40,2,5,1
40,2,6,0
40,2,7,0
40,2,8,0
40,2,9,0
40,2,10,0
40,3,1,0
40,3,2,0
40,3,3,0
40,3,4,0
40,3,5,0
40,3,6,0
40,3,7,0
40,3,8,0
40,3,9,0
40,3,10,0
41,1,1,2
41,1,2,1
41,1,3,0
41,1,4,0
41,1,5,0
41,1,6,0
41,1,7,1
41,1,8,0
41,1,9,0
41,1,10,1
41,2,1,2
41,2,2,1
41,2,3,2
41,2,4,2
41,2,5,1
41,2,6,1
41,2,7,1
41,2,8,1
41,2,9,1
41,2,10,1
42,1,1,2
42,1,2,2
42,1,3,1
42,1,4,1
42,1,5,2
42,1,6,2
42,1,7,2
42,1,8,1
42,1,9,1
42,1,10,0
42,2,1,0
42,2,2,1
42,2,3,1
42,2,4,2
42,2,5,1
42,2,6,1
42,2,7,1
42,2,8,1
42,2,9,1
42,2,10,1
43,1,1,0
43,1,2,0
43,1,3,2
43,1,4,1
43,1,5,0
43,1,6,1
43,1,7,1
43,1,8,2
43,1,9,2
43,1,10,0
43,2,1,2
43,2,2,2
43,2,3,1
43,2,4,2
43,2,5,1
43,2,6,2
43,2,7,2
43,2,8,1
43,2,9,1
43,2,10,2
44,1,1,0
44,1,2,2
44,1,3,0
44,1,4,0
44,1,5,1
44,1,6,0
44,1,7,1
44,1,8,2
44,1,9,0
44,1,10,0
44,2,1,0
44,2,2,1
44,2,3,0
44,2,4,0
44,2,5,0
44,2,6,0
44,2,7,1
44,2,8,0
44,2,9,1
44,2,10,0
45,1,1,2
45,1,2,2
45,1,3,1
45,1,4,2
45,1,5,2
45,1,6,2
45,1,7,2
45,1,8,1
45,1,9,1
45,1,10,2
45,2,1,0
45,2,2,1
45,2,3,1
45,2,4,1
45,2,5,1
45,2,6,1
45,2,7,2
45,2,8,2
45,2,9,2
45,2,10,2
46,1,1,0
46,1,2,0
46,1,3,1
46,1,4,0
46,1,5,0
46,1,6,0
46,1,7,0
46,1,8,0
46,1,9,1
46,1,10,1
46,2,1,0
46,2,2,0
46,2,3,0
46,2,4,0
46,2,5,1
46,2,6,0
46,2,7,1
46,2,8,0
46,2,9,0
46,2,10,1
46,3,1,0
46,3,2,0
46,3,3,2
46,3,4,1
46,3,5,0
46,3,6,0
46,3,7,0
46,3,8,0
46,3,9,0
46,3,10,0
47,1,1,1
47,1,2,0
47,1,3,1
47,1,4,1
47,1,5,1
47,1,6,1
47,1,7,2
47,1,8,2
47,1,9,1
47,1,10,1
47,2,1,2
47,2,2,1
47,2,3,1
47,2,4,1
47,2,5,1
47,2,6,1
47,2,7,1
47,2,8,1
47,2,9,1
47,2,10,1
48,1,1,1
48,1,2,2
48,1,3,2
48,1,4,2
48,1,5,2
48,1,6,2
48,1,7,0
48,1,8,1
48,1,9,1
48,1,10,0
48,2,1,1
48,2,2,0
48,2,3,1
48,2,4,1
48,2,5,1
48,2,6,1
48,2,7,1
48,2,8,1
48,2,9,0
48,2,10,0
49,1,1,2
49,1,2,2
49,1,3,2
49,1,4,2
49,1,5,1
49,1,6,1
49,1,7,1
49,1,8,2
49,1,9,2
49,1,10,2
49,2,1,2
49,2,2,2
49,2,3,2
49,2,4,1
49,2,5,1
49,2,6,1
49,2,7,2
49,2,8,1
49,2,9,1
49,2,10,1
49,3,1,1
49,3,2,2
49,3,3,1
49,3,4,1
49,3,5,1
49,3,6,0
49,3,7,0
49,3,8,1
49,3,9,0
49,3,10,2
50,1,1,0
50,1,2,0
50,1,3,0
50,1,4,0
50,1,5,0
50,1,6,1
50,1,7,0
50,1,8,0
50,1,9,0
50,1,10,0
50,2,1,1
50,2,2,2
50,2,3,2
50,2,4,2
50,2,5,2
50,2,6,1
50,2,7,2
50,2,8,2
50,2,9,2
50,2,10,2
51,1,1,0
51,1,2,2
51,1,3,1
51,1,4,1
51,1,5,2
51,1,6,1
51,1,7,2
51,1,8,1
51,1,9,1
51,1,10,1
51,2,1,1
51,2,2,1
51,2,3,1
51,2,4,1
51,2,5,1
51,2,6,1
51,2,7,1
51,2,8,1
51,2,9,0
51,2,10,1
52,1,1,0
52,1,2,1
52,1,3,1
52,1,4,2
52,1,5,1
52,1,6,1
52,1,7,1
52,1,8,1
52,1,9,1
52,1,10,1
52,2,1,1
52,2,2,1
52,2,3,2
52,2,4,1
52,2,5,1
52,2,6,1
52,2,7,0
52,2,8,0
52,2,9,2
52,2,10,0
53,1,1,2
53,1,2,1
53,1,3,0
53,1,4,0
53,1,5,0
53,1,6,0
53,1,7,0
53,1,8,1
53,1,9,0
53,1,10,0
53,2,1,2
53,2,2,2
53,2,3,2
53,2,4,2
53,2,5,2
53,2,6,1
53,2,7,1
53,2,8,1
53,2,9,1
53,2,10,1
54,1,1,0
54,1,2,0
54,1,3,0
54,1,4,0
54,1,5,0
54,1,6,1
54,1,7,1
54,1,8,0
54,1,9,0
54,1,10,0
54,2,1,0
54,2,2,0
54,2,3,0
54,2,4,0
54,2,5,0
54,2,6,0
54,2,7,0
54,2,8,0
54,2,9,0
54,2,10,0
54,3,1,0
54,3,2,0
54,3,3,0
54,3,4,0
54,3,5,0
54,3,6,0
54,3,7,0
54,3,8,0
54,3,9,0
54,3,10,0
54,4,1,0
54,4,2,0
54,4,3,0
54,4,4,0
54,4,5,0
54,4,6,1
54,4,7,0
54,4,8,0
54,4,9,0
54,4,10,0
54,5,1,2
54,5,2,1
54,5,3,2
54,5,4,1
54,5,5,1
54,5,6,1
54,5,7,1
54,5,8,1
54,5,9,1
54,5,10,1
55,1,1,0
55,1,2,2
55,1,3,2
55,1,4,1
55,1,5,1
55,1,6,0
55,1,7,0
55,1,8,1
55,1,9,0
55,1,10,0
55,2,1,2
55,2,2,2
55,2,3,2
55,2,4,2
55,2,5,2
55,2,6,1
55,2,7,2
55,2,8,1
55,2,9,2
55,2,10,2
56,1,1,1
56,1,2,1
56,1,3,1
56,1,4,1
56,1,5,1
56,1,6,1
56,1,7,0
56,1,8,0
56,1,9,1
56,1,10,1
56,2,1,2
56,2,2,0
56,2,3,1
56,2,4,2
56,2,5,2
56,2,6,1
56,2,7,1
56,2,8,0
56,2,9,1
56,2,10,0
57,1,1,0
57,1,2,1
57,1,3,1
57,1,4,0
57,1,5,0
57,1,6,1
57,1,7,1
57,1,8,0
57,1,9,0
57,1,10,0
57,2,1,2
57,2,2,2
57,2,3,1
57,2,4,1
57,2,5,1
57,2,6,1
57,2,7,1
57,2,8,1
57,2,9,1
57,2,10,0
58,1,1,1
58,1,2,0
58,1,3,0
58,1,4,0
58,1,5,0
58,1,6,0
58,1,7,0
58,1,8,0
58,1,9,0
58,1,10,0
58,2,1,1
58,2,2,1
58,2,3,1
58,2,4,1
58,2,5,2
58,2,6,0
58,2,7,0
58,2,8,0
58,2,9,0
58,2,10,1
59,1,1,2
59,1,2,2
59,1,3,1
59,1,4,2
59,1,5,1
59,1,6,1
59,1,7,1
59,1,8,1
59,1,9,1
59,1,10,1
59,2,1,2
59,2,2,2
59,2,3,2
59,2,4,2
59,2,5,2
59,2,6,2
59,2,7,2
59,2,8,1
59,2,9,1
59,2,10,1
60,1,1,1
60,1,2,2
60,1,3,2
60,1,4,0
60,1,5,0
60,1,6,2
60,1,7,0
60,1,8,0
60,1,9,0
60,1,10,2
60,2,1,1
60,2,2,1
60,2,3,2
60,2,4,0
60,2,5,0
60,2,6,0
60,2,7,0
60,2,8,0
60,2,9,2
60,2,10,0
60,3,1,0
60,3,2,0
60,3,3,1
60,3,4,1
60,3,5,2
60,3,6,0
60,3,7,0
60,3,8,0
60,3,9,2
60,3,10,2
60,4,1,0
60,4,2,0
60,4,3,2
60,4,4,1
60,4,5,0
60,4,6,0
60,4,7,1
60,4,8,0
60,4,9,0
60,4,10,2
60,5,1,0
60,5,2,0
60,5,3,0
60,5,4,1
60,5,5,0
60,5,6,0
60,5,7,0
60,5,8,2
60,5,9,0
60,5,10,0
60,6,1,2
60,6,2,2
60,6,3,0
60,6,4,0
60,6,5,0
60,6,6,0
60,6,7,0
60,6,8,0
60,6,9,0
60,6,10,0
61,1,1,2
61,1,2,0
61,1,3,2
61,1,4,2
61,1,5,2
61,1,6,1
61,1,7,1
61,1,8,1
61,1,9,1
61,1,10,1
61,2,1,2
61,2,2,2
61,2,3,2
61,2,4,2
61,2,5,2
61,2,6,1
61,2,7,1
61,2,8,1
61,2,9,2
61,2,10,1
62,1,1,2
62,1,2,2
62,1,3,2
62,1,4,2
62,1,5,1
62,1,6,1
62,1,7,2
62,1,8,1
62,1,9,2
62,1,10,2
62,2,1,1
62,2,2,2
62,2,3,2
62,2,4,2
62,2,5,2
62,2,6,1
62,2,7,2
62,2,8,2
62,2,9,2
62,2,10,2
63,1,1,2
63,1,2,2
63,1,3,1
63,1,4,2
63,1,5,1
63,1,6,2
63,1,7,1
63,1,8,2
63,1,9,1
63,1,10,1
63,2,1,2
63,2,2,1
63,2,3,2
63,2,4,2
63,2,5,1
63,2,6,1
63,2,7,1
63,2,8,0
63,2,9,2
63,2,10,1
63,3,1,0
63,3,2,0
63,3,3,0
63,3,4,0
63,3,5,0
63,3,6,0
63,3,7,0
63,3,8,0
63,3,9,0
63,3,10,0
64,1,1,1
64,1,2,2
64,1,3,2
64,1,4,2
64,1,5,2
64,1,6,0
64,1,7,1
64,1,8,1
64,1,9,2
64,1,10,1
64,2,1,2
64,2,2,2
64,2,3,2
64,2,4,2
64,2,5,2
64,2,6,2
64,2,7,2
64,2,8,2
64,2,9,2
64,2,10,1
65,1,1,1
65,1,2,1
65,1,3,1
65,1,4,0
65,1,5,0
65,1,6,0
65,1,7,0
65,1,8,0
65,1,9,0
65,1,10,0
65,2,1,2
65,2,2,2
65,2,3,1
65,2,4,2
65,2,5,1
65,2,6,0
65,2,7,0
65,2,8,0
65,2,9,0
65,2,10,0
65,3,1,2
65,3,2,2
65,3,3,2
65,3,4,1
65,3,5,2
65,3,6,1
65,3,7,1
65,3,8,0
65,3,9,1
65,3,10,1
66,1,1,2
66,1,2,2
66,1,3,1
66,1,4,2
66,1,5,1
66,1,6,2
66,1,7,2
66,1,8,1
66,1,9,2
66,1,10,2
66,2,1,2
66,2,2,2
66,2,3,2
66,2,4,1
66,2,5,2
66,2,6,1
66,2,7,2
66,2,8,1
66,2,9,0
66,2,10,0
67,1,1,2
67,1,2,2
67,1,3,2
67,1,4,2
67,1,5,2
67,1,6,2
